"Company Name",Address,City,State,Zip,"Address Latitude","Address Longitude","Utility Owner","Utility Operator","Utility Type","Annual Generation","Min Generation Date","Max Generation Date","Power Plants","FERC Seller Min Date","FERC Seller Max Date","FERC Seller Total Transactions","FERC Seller Total Transaction Charges","FERC Buyer Min Date","FERC Buyer Max Date","FERC Buyer Total Transactions","FERC Buyer Total Transaction Charges","FERC Summary Quarter","FERC Seller Quarterly Transactions","FERC Seller Quarterly Transaction Charges","FERC Buyer Quarterly Transactions","FERC Buyer Quarterly Transaction Charges"
"Wheat Field Wind Power Project LLC","P.O. Box 3827",Houston,TX,77253,29.76105000,-95.36731000,Y,N,"Independent Power Producer",200366.232000,2009-02-01,2023-12-01,1,2013-07-01,2024-09-30,45,177502295.97,,,,,2024_q2,1,5407578.00,,
"Whitehorn Solar, LLC","1990 Post Oak Blvd, Suite 1900",Houston,TX,77056,29.74470700,-95.46165600,Y,Y,"Independent Power Producer",83489.000000,2021-10-01,2024-10-01,1,2021-06-01,2024-09-30,169496,13960655.82,,,,,2024_q2,16322,863310.65,,
"WhiteWater Hill Wind Partners, LLC","150 N. Dairy Ashford, Bldg E, 760-D",Houston,TX,77079,29.77014100,-95.60608500,N,N,,0.000000,,,0,2013-07-01,2024-10-01,10323,49167272.90,,,,,2024_q2,364,457949.08,,
"Wildcat Creek Wind Farm LLC","P.O. Box 3827",Houston,TX,77253,29.76105000,-95.36731000,Y,Y,"Independent Power Producer",606921.000000,2021-03-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"WM Illinois Renewable Energy LLC","800 Capitol Street, Suite 300",Houston,TX,77002,29.75972400,-95.36471000,Y,N,Commercial,136061.614000,2001-01-01,2023-12-01,8,,,,,,,,,2024_q2,,,,
"WM Renewable Energy LLC","800 Capitol Street, Suite 3000",Houston,TX,77002,29.75972400,-95.36471000,Y,Y,Industrial,1994677.740000,2001-01-01,2024-10-01,65,,,,,2019-06-01,2020-05-31,9,1037.61,2024_q2,,,,
"Town of Hudson - (MA)","49 Forest Ave",Hudson,MA,1749,42.38748100,-71.55642900,Y,N,"Municipally-Owned Utility",503.711000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"POET Biorefining - Hudson","29619 Spur Ave, PO Box 439",Hudson,SD,57034,43.13012200,-96.45368800,Y,N,Industrial,19028.834000,2019-05-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"SMECO Solar LLC","14950 Cooperative Place, PO Bo",Hughesville,MD,20637,38.54030600,-76.79491800,Y,Y,Cooperative,8097.675000,2013-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Corn Belt Power Coop","1300 13th Street North",Humboldt,IA,50548,42.73564000,-94.22725000,Y,Y,Cooperative,5581.639000,2001-01-01,2023-12-01,1,,,,,2013-07-01,2024-09-30,4856,619923920.34,2024_q2,,,27,30122849.21
"Hunlock Energy, LLC","390 Route 11","Hunlock Creek",PA,18621,41.20710000,-76.06140000,Y,N,"Independent Power Producer",50292.000000,2017-01-01,2023-12-01,1,2017-12-13,2019-05-31,1149,1267080.38,,,,,2024_q2,,,,
"UGI Development Co","390 Route 11","Hunlock Creek",PA,18621,41.20710000,-76.06140000,Y,N,"Independent Power Producer",707197.289000,2001-01-01,2024-10-01,3,2013-07-01,2024-10-01,2313320,538625952.24,,,,,2024_q2,88789,6177449.67,,
"Clear Solar I, LLC","11330 Vanstory Drive",Huntersville,NC,28078,35.39430300,-80.86670000,Y,Y,"Independent Power Producer",6796.403000,2022-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Cruise Solar, LLC","11330 Vanstory Drive",Huntersville,NC,28078,35.39430300,-80.86670000,Y,Y,"Independent Power Producer",3718.907000,2021-09-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Emerald Gardens PKI, LLC","11330 Vanstory Drive",Huntersville,NC,28078,35.39430300,-80.86670000,Y,Y,"Independent Power Producer",2283.034000,2022-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Emerald Hills Holding I, LLC","11330 Vanstory Drive, suite 10",Huntersville,NC,28078,35.39430300,-80.86670000,Y,N,"Independent Power Producer",31616.502000,2022-07-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Emerald Kemble, LLC","11330 Vanstory Drive",Huntersville,NC,28078,35.39430300,-80.86670000,Y,Y,"Independent Power Producer",3736.332000,2022-05-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Emerald Marshfield, LLC","11330 Vanstory Drive",Huntersville,NC,28078,35.39430300,-80.86670000,Y,Y,"Independent Power Producer",4588.930000,2022-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Limelight Solar I, LLC","11330 Vanstory Drive",Huntersville,NC,28078,35.39430300,-80.86670000,Y,Y,"Independent Power Producer",3882.214000,2022-05-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Limelight Solar III, LLC","11330 Vanstory Drive",Huntersville,NC,28078,35.39430300,-80.86670000,Y,Y,"Independent Power Producer",5894.644000,2022-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Petra Engineering","PO Box 659",Huntersville,NC,28070,35.48024900,-80.87759300,N,N,"Independent Power Producer",8116.531000,2014-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Richlands Solar, LLC","11330 Vanstory Drive",Huntersville,NC,28078,35.39430300,-80.86670000,Y,Y,"Independent Power Producer",3589.823000,2021-09-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"233 Randolph 74 Solar I, LLC","11330 Vanstory Drive",Huntersville,SC,28078,35.39430300,-80.86670000,Y,Y,"Independent Power Producer",4014.097000,2022-06-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"AES Huntington Beach LLC","21730 Newland Street","Huntington Beach",CA,92646,33.64581200,-117.97947800,Y,Y,"Independent Power Producer",2911965.000000,2001-01-01,2024-10-01,2,2013-07-01,2024-09-30,378414,1034315608.18,2019-05-21,2024-03-31,34,1807347.30,2024_q2,524,32321422.85,,
"Hurricane City Power","526 W 600 N",Hurricane,UT,84737,37.18558600,-113.29759300,Y,N,"Municipally-Owned Utility",4261.613000,2011-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Hutchinson Utilities Comm","225 Michigan St",Hutchinson,MN,55350,44.88982300,-94.35249300,Y,N,"Municipally-Owned Utility",57690.773000,2001-01-01,2023-12-01,2,,,,,,,,,2024_q2,,,,
"City of Idaho Falls - (ID)","140 South Capital Avenue","Idaho Falls",ID,83405,43.49104100,-112.04449900,Y,Y,"Municipally-Owned Utility",205650.699000,2001-01-01,2023-12-01,5,,,,,2013-09-05,2024-03-30,5312,14591797.48,2024_q2,,,,
"I-N-N Electric Coop, Inc","P.O. Box 210",Iliamna,AK,99606,59.75451100,-154.87250400,N,N,Cooperative,3458.676000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Star Peak Geothermal LLC.","4500 E. Frontage Road",Imlay,NV,89418,40.68045669,-118.06802776,Y,Y,"Independent Power Producer",57992.359000,2022-08-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Imperial Irrigation District","333 East Barioni BoulevardP O",Imperial,CA,92251,32.84806500,-115.56662200,Y,N,"Political Subdivision",1486564.704000,2001-01-01,2024-10-01,16,,,,,2013-07-01,2024-10-01,85193,1112954142.52,2024_q2,,,2287,33091079.84
"Nevada Cogeneration Associates #2","917 Tahoe Blvd Suite 202","Incline Village",NV,89451,39.24917700,-119.95056400,N,N,,0.000000,,,0,2024-01-01,2024-10-01,487,39536409.95,2023-11-07,2024-05-15,109,107733.40,2024_q2,92,9141943.01,28,12249.21
"City of Independence - (MO)","21500 East Truman Road",Independence,MO,64051,39.09185900,-94.32653000,Y,N,"Municipally-Owned Utility",10351.350000,2001-01-01,2023-12-01,5,,,,,,,,,2024_q2,,,,
Masspower,"PO Box 51877750 Worcester Stre","Indian Orchard",MA,1151,42.15464500,-72.50088500,N,Y,"Independent Power Producer",610666.000000,2001-01-01,2023-12-01,1,2013-07-01,2024-09-30,336196,394195376.00,,,,,2024_q2,6221,5003123.50,,
"AES Indiana","P O Box 1595One Monument Circl",Indianapolis,IN,46206,39.76799642,-86.15809433,Y,N,"Investor-Owned Utility",14489027.497000,2001-01-01,2024-10-01,5,,,,,,,,,2024_q2,,,,
"Citizens Thermal Energy","366 Kentucky Avenue",Indianapolis,IN,46225,39.76324100,-86.16858100,Y,N,"Political Subdivision",9721.340000,2001-01-01,2024-06-01,1,,,,,,,,,2024_q2,,,,
"Hidden View Dairy, LLC","1498 West SR 14",Indianapolis,IN,47978,41.03517299,-87.07485698,Y,Y,Commercial,5885.424000,2013-06-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"INDIANAPOLIS POWER & LIGHT COMPANY","One Monument Circle",Indianapolis,IN,46204-2936,39.76855800,-86.15802900,N,N,,0.000000,,,0,2013-07-01,2024-10-01,6918756,5625005691.80,2013-07-01,2024-10-01,373,583435339.33,2024_q2,301421,87505051.43,8,8629030.83
"Johnson Melloh Solutions","5915 Stockberger Place",Indianapolis,IN,46241,39.71922100,-86.26214800,N,N,"Political Subdivision",1961.856000,2019-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Veolia Energy Kansas City","101 W. Washington St. Ste. 140",Indianapolis,IN,46204,39.76586000,-86.16087800,Y,Y,Industrial,44433.000000,2013-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Wabash Valley Energy Marketing, Inc.","6702 Intech Blvd",Indianapolis,IN,46278,39.87783700,-86.27512000,N,N,,0.000000,,,0,2017-04-01,2024-10-01,245,5881297.16,,,,,2024_q2,10,335913.58,,
"Wabash Valley Power Assn, Inc","6702 Intech Boulevard",Indianapolis,IN,46278,39.87783700,-86.27512000,Y,N,Cooperative,620488.761000,2001-01-01,2024-10-01,9,,,,,,,,,2024_q2,,,,
"Wabash Valley Power Association, Inc.","6702 Intech Blvd",Indianapolis,IN,46278,39.87783700,-86.27512000,N,N,,0.000000,,,0,2013-07-01,2024-10-01,9187517,9664486521.18,2013-07-01,2024-10-01,65730,3357052512.60,2024_q2,341069,222090251.35,1887,71611731.18
"Indiana University of Penn","John Sutton Hall Rm 235",Indiana,PA,15705,40.61727000,-79.16020960,Y,N,"State-Owned Utility",15795.000000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"City of Iola - (KS)","2 W  Jackson St",Iola,KS,66749,37.92338300,-95.40493400,Y,N,"Municipally-Owned Utility",1035.451000,2001-01-01,2023-12-01,1,,,,,2020-02-01,2024-09-30,2520,8705434.24,2024_q2,,,170,493481.81
"University of Iowa","Power Plant - 207 Burlington S","Iowa City",IA,52242,41.65788800,-91.53967500,N,Y,"State-Owned Utility",3771.098000,2001-01-01,2024-09-01,2,,,,,,,,,2024_q2,,,,
"Town of Ipswich - (MA)","P O  Box 151276 High Street",Ipswich,MA,1938,42.69365527,-70.85963091,Y,N,"Municipally-Owned Utility",3402.331000,2001-01-01,2023-12-01,2,,,,,,,,,2024_q2,,,,
"Desert Sky Wind Farm LP","8135 EAST HIGHWAY 190",Iraan,TX,79744,30.88578813,-102.06673775,Y,N,"Investor-Owned Utility",500352.062000,2002-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Dynegy Hanging Rock Energy Facility","1395 County Rd 1A",Ironton,OH,45638,38.56761500,-82.78469700,Y,N,"Independent Power Producer",9564281.000000,2012-01-01,2024-09-01,1,,,,,,,,,2024_q2,,,,
"174 Power Global Corp.","300 Spectrum Center Dr. Ste102",Irvine,CA,92618,33.65387600,-117.74729400,Y,Y,"Independent Power Producer",150601.000000,2023-11-01,2024-10-01,7,,,,,,,,,2024_q2,,,,
"BayWa r.e. Solar Projects LLC","17901 Von Karman Avenue, Suite",Irvine,CA,92614,33.68307500,-117.84968500,Y,Y,"Independent Power Producer",194017.000000,2015-09-01,2024-10-01,2,,,,,,,,,2024_q2,,,,
"BT Coniglio Solar LLC","300 Spectrum Center Drive, Sui",Irvine,CA,92618,33.65387600,-117.74729400,Y,N,"Independent Power Producer",217887.000000,2021-08-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Capital V LLC","200 Spectrum Center Drive, Sui",Irvine,CA,92618,33.65209100,-117.74367700,Y,N,"Independent Power Producer",21252.251000,2022-06-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Garnet Solar Generation Station I LLC","300 Spectrum Center Drive, Sui",Irvine,CA,92618,33.65387600,-117.74729400,Y,N,"Independent Power Producer",6216.789000,2014-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Hanwha Q CELLS USA","300 Spectrum Center Drive, Sui",Irvine,CA,92618,33.65387600,-117.74729400,Y,N,"Independent Power Producer",15435.111000,2014-01-01,2023-12-01,2,,,,,,,,,2024_q2,,,,
"HQC Rock River Solar Power Generation Station LLC","300 Spectrum Center Dr. Ste 12",Irvine,CA,92618,33.65387600,-117.74729400,Y,N,"Independent Power Producer",2888.723000,2016-07-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Imeson Solar Farm LLC","300 Irvine Center Drive Suite",Irvine,CA,92618,33.64621939,-117.74596349,Y,Y,"Independent Power Producer",11551.424000,2019-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Kellam Solar, LLC","300 Spectrum Center Drive, Sui",Irvine,CA,92618,33.65387600,-117.74729400,Y,N,"Independent Power Producer",119952.000000,2020-12-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Oberon Solar IA","300 Spectrum Center Drive Suit",Irvine,CA,92618,33.65387600,-117.74729400,Y,N,"Independent Power Producer",295129.000000,2020-05-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Oberon Solar IB","300 Spectrum Center Drive Suit",Irvine,CA,92618,33.65387600,-117.74729400,Y,N,"Independent Power Producer",59439.000000,2020-07-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Rayos del Sol Solar Project, LLC","300 Spectrum Center Drive",Irvine,CA,92618,33.65387600,-117.74729400,Y,N,"Independent Power Producer",368375.000000,2022-06-01,2024-10-01,2,,,,,,,,,2024_q2,,,,
"Rio Bravo Rocklin","19100 Von KarmanSuite 570",Irvine,CA,92612,33.67028800,-117.85732400,N,Y,"Independent Power Producer",161538.000000,2001-01-01,2023-12-01,1,2018-06-23,2024-09-30,225,129037267.03,,,,,2024_q2,9,4848215.06,,
"SIT Renewables, Inc.","20 Corporate Park, Suite 190",Irvine,CA,92606,33.68979300,-117.83029000,N,Y,Commercial,6685.211000,2012-09-01,2023-12-01,2,,,,,,,,,2024_q2,,,,
"Skysol Holdco LLC","300 Spectrum Center Drive",Irvine,CA,92618,33.65387600,-117.74729400,Y,Y,"Independent Power Producer",106627.000000,2024-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Skysol, LLC","300 Spectrum Center Drive, Suite 1020",Irvine,CA,92106,33.65387600,-117.74729400,N,N,,0.000000,,,0,2023-12-01,2024-09-30,22,4489534.72,,,,,2024_q2,6,1980680.32,,
"University of California Irvine","201A Interim Office Building",Irvine,CA,92697,33.64917502,-117.84582343,Y,N,"State-Owned Utility",120811.000000,2009-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Drop 5 Hydro LLC","711 East Turtle Point Drive",Irvine,UT,84738,37.17555000,-113.66337800,N,Y,"Independent Power Producer",1303.000000,2017-03-01,2023-11-01,1,,,,,,,,,2024_q2,,,,
"Annapolis Solar Park, LLC","1 Bridge Street, Suite 11",Irvington,NY,10533,41.03937800,-73.87390200,Y,N,"Independent Power Producer",24073.160000,2018-08-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Artemis Solar LLC","1 Bridge Street, Suite 11",Irvington,NY,10533,41.03937800,-73.87390200,Y,N,"Independent Power Producer",6513.096000,2016-12-01,2023-12-01,2,,,,,,,,,2024_q2,,,,
"Brazoria County Solar Project","1 Bridge Street, Suite 11",Irvington,NY,10533,41.03937800,-73.87390200,N,N,"Independent Power Producer",414529.000000,2022-10-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"EF NY CDG 001, LLC","1 Bridge Street, Suite 11",Irvington,NY,10533,41.03937800,-73.87390200,Y,N,"Independent Power Producer",7725.275000,2022-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"EF NY CDG 002, LLC","1 Bridge Street, Suite 11",Irvington,NY,10533,41.03937800,-73.87390200,Y,N,"Independent Power Producer",7942.026000,2022-03-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"EF NY CDG 003, LLC","1 Bridge Street, Suite 11",Irvington,NY,10533,41.03937800,-73.87390200,Y,N,"Independent Power Producer",8644.220000,2022-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"EF NY CDG 007, LLC","1 Bridge Street, Suite 11",Irvington,NY,10533,41.03937800,-73.87390200,Y,N,"Independent Power Producer",6699.730000,2022-03-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"EF NY CDG 011, LLC","1 Bridge Street, Suite 11",Irvington,NY,10533,41.03937800,-73.87390200,Y,N,"Independent Power Producer",8917.617000,2022-02-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"HG Solar Development, LLC","1 Bridge Street, Suite 11",Irvington,NY,10533,41.03937800,-73.87390200,Y,N,"Independent Power Producer",7788.416000,2019-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Innovative Solar 42, LLC","1 Bridge Street, Suite 11",Irvington,NY,10533,41.03937800,-73.87390200,Y,N,"Independent Power Producer",138728.000000,2017-09-01,2024-10-01,1,2017-08-01,2024-10-01,257,51554558.99,,,,,2024_q2,9,2271532.00,,
"Laertes Solar LLC","1 Bridge Street, Suite 11",Irvington,NY,10533,41.03937800,-73.87390200,Y,N,"Independent Power Producer",3116.948000,2016-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Leonardo Wind 1 LLC","1 Bridge Street, Suite 11",Irvington,NY,10533,41.03937800,-73.87390200,Y,N,"Independent Power Producer",12401.879000,2016-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Michelangelo Wind 1 LLC","1 Bridge Street, Suite 11",Irvington,NY,10533,41.03937800,-73.87390200,Y,N,"Independent Power Producer",9706.409000,2017-03-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Michelangelo Wind 3 LLC","1 Bridge Street, Suite 11",Irvington,NY,10533,41.03937800,-73.87390200,Y,N,"Independent Power Producer",9750.128000,2017-02-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Michelangelo Wind 4 LLC","1 Bridge Street, Suite 11",Irvington,NY,10533,41.03937800,-73.87390200,Y,N,"Independent Power Producer",10401.721000,2016-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Optimum Wind 3 LLC","1 Bridge Street, Suite 11",Irvington,NY,10533,41.03937800,-73.87390200,Y,N,"Independent Power Producer",8117.592000,2017-03-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Optimum Wind 4 LLC","1 Bridge Street, Suite 11",Irvington,NY,10533,41.03937800,-73.87390200,Y,N,"Independent Power Producer",9265.029000,2017-03-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Optimum Wind 5 LLC","1 Bridge Street, Suite 11",Irvington,NY,10533,41.03937800,-73.87390200,Y,N,"Independent Power Producer",9194.280000,2017-03-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Optimum Wind 6 LLC","1 Bridge Street, Suite 11",Irvington,NY,10533,41.03937800,-73.87390200,Y,N,"Independent Power Producer",10258.593000,2017-03-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Optimum Wind 7 LLC","1 Bridge Street, Suite 11",Irvington,NY,10533,41.03937800,-73.87390200,Y,N,"Independent Power Producer",11267.596000,2017-03-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Ulysses Solar, LLC","1 Bridge Street, Suite 11",Irvington,NY,10533,41.03937800,-73.87390200,Y,N,"Independent Power Producer",1669.281000,2014-11-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Venus Wind 3 LLC","1 Bridge Street, Suite 11",Irvington,NY,10533,41.03937800,-73.87390200,Y,N,"Independent Power Producer",6572.001000,2017-03-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Westmoreland County Solar Project, LLC","1 Bridge Street, Suite 11",Irvington,NY,10533,41.03937800,-73.87390200,Y,N,"Independent Power Producer",49075.958000,2021-10-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Fern Solar LLC","18575 Jamboree Road, Suite 850",Irving,CA,92612,33.66966300,-117.85131800,N,N,,0.000000,,,0,2020-12-11,2024-10-01,175840,41656759.67,,,,,2024_q2,16319,1868048.03,,
"Seneca Nation","12837 Route 438",Irving,NY,14081,42.53872500,-78.99722100,Y,Y,"Municipally-Owned Utility",3294.199000,2017-03-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Blackstone Power Generation LLC","6555 Sierra Dr",Irving,TX,75039,32.89830000,-96.96427700,N,N,,0.000000,,,0,2021-04-01,2024-09-30,736224,600489991.16,,,,,2024_q2,28336,15104560.88,,
"Calumet Energy Team, LLC","6555 Sierra Dr",Irving,TX,75039,32.89830000,-96.96427700,N,N,,0.000000,,,0,2013-07-01,2024-10-01,16607,178071400.71,2016-05-31,2017-02-28,9,198415.50,2024_q2,227,667425.53,,
"Dicks Creek Power Company LLC","6555 Sierra Dr",Irving,TX,75039,32.89830000,-96.96427700,N,N,,0.000000,,,0,2021-04-01,2024-10-01,34645,15387862.79,,,,,2024_q2,4184,528224.02,,
"Dynegy Energy Services (East), LLC","6555 Sierra Dr",Irving,TX,75039,32.89830000,-96.96427700,N,N,,0.000000,,,0,2015-01-01,2024-10-01,23189193,240892367.20,2016-07-01,2024-09-30,25,4464499.55,2024_q2,840020,3676427.99,2,1643746.92
"Dynegy Energy Services Mid-Atlantic, LLC","6555 Sierra Dr",Irving,TX,75039,32.89830000,-96.96427700,N,N,,0.000000,,,0,2014-12-01,2024-10-01,730749,70982815.88,2020-04-01,2023-12-31,5759,1030012.98,2024_q2,22981,1616123.53,,
"Dynegy Marketing and Trade, LLC","6555 Sierra Dr",Irving,TX,75039,32.89830000,-96.96427700,N,N,,0.000000,,,0,2013-07-01,2024-10-01,92642881,45999261778.82,2013-07-01,2024-10-01,71301264,38357152103.00,2024_q2,3972994,859214208.46,3148190,766632837.29
"Energy Harbor LLC","6555 Sierra Dr",Irving,TX,75039,32.89830000,-96.96427700,N,N,,0.000000,,,0,2020-01-01,2024-10-01,15945034,11238439325.22,2020-01-01,2024-10-01,214736,7189022505.73,2024_q2,755789,369256990.24,99517,233303273.13
"Hanging Rock Power Company LLC","6555 Sierra Dr",Irving,TX,75039,32.89830000,-96.96427700,N,N,,0.000000,,,0,2021-04-01,2024-10-01,1864139,1710490614.96,,,,,2024_q2,109746,52979764.85,,
"Hopewell Power Generation, LLC","6555 Sierra Dr",Irving,TX,75039,32.89830000,-96.96427700,N,N,,0.000000,,,0,2019-01-01,2024-10-01,861218,375761979.11,,,,,2024_q2,120260,27371647.45,,
"Illinois Power Marketing Company, LLC","6555 Sierra Dr",Irving,TX,75039,32.89830000,-96.96427700,N,N,,0.000000,,,0,2013-10-01,2024-10-01,5722757,6584853782.43,2013-12-01,2022-08-31,148076,5219956575.08,2024_q2,51248,33601156.97,,
"Kendall Power Company LLC","6555 Sierra Dr",Irving,TX,75039,32.89830000,-96.96427700,N,N,,0.000000,,,0,2021-04-01,2024-10-01,1796549,1005465592.55,,,,,2024_q2,105747,31512636.98,,
"Kimberly-Clark Corp","351 Phelps Drive",Irving,TX,6776,32.86992400,-96.95025100,Y,N,Industrial,421097.750000,2001-01-01,2023-12-01,3,2013-07-01,2024-10-01,1527231,92425065.65,,,,,2024_q2,39523,1069294.29,,
"Kincaid Generation, L.L.C.","6555 Sierra Dr",Irving,TX,75039,32.89830000,-96.96427700,N,N,,0.000000,,,0,2013-07-01,2024-10-01,883720,2122479526.88,2014-06-01,2015-05-31,17,1881210.00,2024_q2,25638,16911606.43,,
"LaFrontera Holdings LLC","6555 Sierra Drive",Irving,TX,75039,32.89830000,-96.96427700,Y,Y,"Independent Power Producer",24970244.000000,2016-01-01,2024-10-01,3,,,,,,,,,2024_q2,,,,
"Luminant Generation Company LLC","6555 Sierra Drive",Irving,TX,75039,32.89830000,-96.96427700,Y,Y,"|Independent Power Producer",51783669.766000,2001-01-01,2024-10-01,29,,,,,,,,,2024_q2,,,,
"Miami Fort Power Company LLC","6555 Sierra Dr",Irving,TX,75039,32.89830000,-96.96427700,N,N,,0.000000,,,0,2021-04-01,2024-10-01,800469,1013224205.70,,,,,2024_q2,72533,44195753.19,,
"Moss Landing Energy Storage 1, LLC","6555 Sierra Dr",Irving,TX,75039,32.89830000,-96.96427700,N,N,,0.000000,,,0,2021-04-01,2024-10-01,1891312,137706155.84,,,,,2024_q2,158903,9357168.45,,
"Moss Landing Energy Storage 2, LLC","6555 Sierra Dr",Irving,TX,75039,32.89830000,-96.96427700,N,N,,0.000000,,,0,2021-07-01,2024-10-01,645105,54305033.96,,,,,2024_q2,56203,3243791.22,,
"Moss Landing Energy Storage 3, LLC","6555 Sierra Dr",Irving,TX,75039,32.89830000,-96.96427700,N,N,,0.000000,,,0,2023-04-01,2024-10-01,1070306,50140659.76,,,,,2024_q2,198048,9572201.03,,
"Moss Landing Power Company LLC","6555 Sierra Dr",Irving,TX,75039,32.89830000,-96.96427700,N,N,,0.000000,,,0,2020-10-01,2024-10-01,1115511,1797974319.90,2022-04-01,2022-05-27,1282,2657049.86,2024_q2,54190,50449125.37,,
